model,rmse,mae,qlike,n,ticker
har,0.017971822753383323,0.011341484101995283,-6.026371523521944,2772,YUM
ridge,0.017217846773884396,0.010950827185013976,-6.054900783399538,2772,YUM
rf,0.017573929936892566,0.010866227235226535,-6.049236625546606,2772,YUM
baseline,0.022094967279856326,0.015278510133500428,-5.46854190833366,2772,ZBH
har,0.020465869877428242,0.013528350901817154,-5.561474554979511,2772,ZBH
ridge,0.01985380143199615,0.013282143108255878,-5.599655369171388,2772,ZBH
rf,0.02019037496399615,0.013193001113210485,-5.589949411171725,2772,ZBH
baseline,0.02107461855913526,0.014218308712428985,-5.421236687399381,2772,ZTS
har,0.01887560933753074,0.012593386034078235,-5.594962962390729,2772,ZTS
ridge,0.018458961561530318,0.012305437866995169,-5.617539227423273,2772,ZTS
rf,0.018653992435931355,0.01235869144785097,-5.595388534148208,2772,ZTS
