ROLLING REGRESSION ANALYSIS RESULTS
Reference Symbol: SPY
Window Size: 25 days
Analysis Period: 2022-02-08 to 2025-06-27
================================================================================


AAPL COEFFICIENTS
----------------------------------------
Date         Alpha        Beta         Momentum    
2024-08-27   -0.008154    2.888799     -0.555539   
2024-08-28   -0.005002    2.463314     -0.397511   
2024-08-29   -0.006308    2.534907     -0.448909   
2024-08-30   -0.004734    2.652899     -0.650215   
2024-09-03   -0.005174    2.408214     -0.523567   
2024-09-04   -0.002110    2.334565     -0.715264   
2024-09-05   -0.000131    2.269680     -0.634935   
2024-09-06   -0.000685    2.362692     -0.640937   
2024-09-09   -0.000755    2.374232     -0.496049   
2024-09-10   -0.001396    2.773767     -0.587735   
2024-09-11   -0.001478    2.757351     -0.539939   
2024-09-12   -0.000625    2.619736     -0.664028   
2024-09-13   -0.000664    2.846571     -0.786682   
2024-09-16   -0.001208    2.860349     -0.802618   
2024-09-17   -0.000464    2.844954     -0.800920   
2024-09-18   -0.000347    2.786707     -0.553933   
2024-09-19   0.001815     2.993636     -0.592390   
2024-09-20   0.001071     2.951773     -0.711879   
2024-09-23   0.002565     2.982033     -0.809118   
2024-09-24   0.002824     2.993330     -0.820683   
2024-09-25   0.003642     2.960362     -0.796625   
2024-09-26   0.002786     2.918539     -0.709548   
2024-09-27   0.005597     2.672618     -0.634482   
2024-09-30   0.004761     2.580073     -0.508962   
2024-10-01   0.006245     2.497573     -0.530428   
2024-10-02   0.005669     2.514899     -0.301536   
2024-10-03   0.004552     2.538592     -0.303103   
2024-10-04   0.005023     2.589281     -0.311594   
2024-10-07   0.003931     2.653961     -0.605200   
2024-10-08   0.001222     3.166523     0.183161    
2024-10-09   -0.002109    3.160851     0.003501    
2024-10-10   -0.004860    3.356931     -0.035334   
2024-10-11   -0.005535    2.445757     -0.138009   
2024-10-14   -0.005792    2.356702     -0.613812   
2024-10-15   -0.005605    2.011574     -0.441137   
2024-10-16   -0.005290    2.078786     -0.336393   
2024-10-17   -0.005023    2.109407     -0.276191   
2024-10-18   -0.005034    2.115194     -0.180520   
2024-10-21   -0.004493    2.115249     -0.204044   
2024-10-22   -0.004774    2.121163     -0.197488   
2024-10-23   -0.004919    2.111062     -0.092780   
2024-10-24   0.001679     1.650886     -2.365179   
2024-10-25   0.003779     1.468129     -2.104084   
2024-10-28   0.000973     1.262984     -2.230825   
2024-10-29   -0.000060    1.208067     -2.357840   
2024-10-30   -0.000807    1.282625     -2.394935   
2024-10-31   -0.000331    1.413958     -2.503551   
2024-11-01   -0.001761    1.413245     -1.453559   
2024-11-04   -0.002582    1.445109     -1.523225   
2024-11-05   -0.001968    1.655294     -1.932291   
2024-11-06   0.001366     2.957444     -0.720388   
2024-11-07   0.002844     2.907748     -0.377574   
2024-11-08   0.004908     2.964789     -0.044883   
2024-11-11   0.009017     2.795462     0.140725    
2024-11-12   0.006793     3.092616     0.244595    
2024-11-13   0.008155     3.248897     0.223176    
2024-11-14   0.006526     3.453537     0.036105    
2024-11-15   0.014078     3.310308     -0.149803   
2024-11-18   0.016493     3.535120     -0.652469   
2024-11-19   0.015610     3.588319     -0.700327   
2024-11-20   0.015370     3.646646     -0.742667   
2024-11-21   0.014497     3.521439     -0.710053   
2024-11-22   0.016076     3.593726     -0.633389   
2024-11-25   0.014198     3.460993     -0.690545   
2024-11-26   0.013637     3.362150     -0.689664   
2024-11-27   0.012924     3.398599     0.355704    
2024-11-29   0.005989     3.339282     0.298870    
2024-12-02   0.005685     3.376992     0.378363    
2024-12-03   0.006316     3.433420     0.374509    
2024-12-04   0.006929     3.405780     0.380461    
2024-12-05   0.008459     3.326298     0.603547    
2024-12-06   0.007456     3.856314     0.230198    
2024-12-09   0.009203     3.811447     0.340494    
2024-12-10   0.012027     3.568774     0.263618    
2024-12-11   0.012980     3.845592     -0.378133   
2024-12-12   0.012392     2.749161     -0.571162   
2024-12-13   0.013801     2.770051     -1.914649   
2024-12-16   0.013120     2.637997     -2.660281   
2024-12-17   0.011775     2.304463     -2.142236   
2024-12-18   0.013689     2.765635     -2.056917   
2024-12-19   0.013203     2.767213     -0.607370   
2024-12-20   0.012412     2.123276     -0.302650   
2024-12-23   0.010236     2.555845     0.133694    
2024-12-24   0.010044     2.706532     0.262054    
2024-12-26   0.008864     2.716893     0.137736    
2024-12-27   0.008418     2.929076     0.115053    
2024-12-30   0.009387     3.089568     -0.018293   
2024-12-31   0.007414     3.104448     0.222449    
2025-01-02   0.007429     3.312543     0.337415    
2025-01-03   0.009849     3.613310     0.250199    
2025-01-06   0.009249     3.496200     0.146057    
2025-01-07   0.008636     3.536261     0.038919    
2025-01-08   0.007342     3.493428     0.081061    
2025-01-10   0.009739     3.216754     0.160609    
2025-01-13   0.010558     3.271440     -0.087900   
2025-01-14   0.008117     3.223927     -0.062564   
2025-01-15   0.007091     3.265706     -0.072129   
2025-01-16   0.005272     3.301000     -0.192358   
2025-01-17   0.003617     3.304503     -0.149548   
2025-01-21   0.000828     3.068765     -0.260008   
2025-01-22   -0.000703    2.982581     -0.290669   
2025-01-23   -0.003325    2.948495     -0.327498   
2025-01-24   -0.005423    2.869049     -0.403172   
2025-01-27   -0.006643    2.826765     -0.417543   
2025-01-28   -0.007525    2.863951     -0.549776   
2025-01-29   -0.007605    2.870639     -0.583753   
2025-01-30   -0.004936    3.133874     -0.675732   
2025-01-31   -0.003925    3.008094     -0.713180   
2025-02-03   -0.006783    2.851372     -0.531543   
2025-02-04   -0.005948    2.886571     -0.528967   
2025-02-05   -0.006958    2.711919     -0.743619   
2025-02-06   -0.007668    2.729881     -1.008739   
2025-02-07   -0.007089    2.697880     -1.158355   
2025-02-10   -0.006467    2.454518     -0.797434   
2025-02-11   -0.010743    2.056113     -1.097018   
2025-02-12   -0.009047    1.954738     -1.048836   
2025-02-13   -0.007113    2.138907     -1.203166   
2025-02-14   -0.007045    2.132039     -1.151483   
2025-02-18   -0.009958    2.697262     -1.087120   
2025-02-19   -0.010217    2.714248     -1.029377   
2025-02-20   -0.009561    2.688835     -1.069868   
2025-02-21   -0.010478    2.063261     -0.907666   
2025-02-24   -0.009752    2.035881     -0.525192   
2025-02-25   -0.013223    2.133712     -0.070909   
2025-02-26   -0.013836    2.207101     0.367776    
2025-02-27   -0.012442    2.110260     0.461323    
2025-02-28   -0.011270    2.323140     0.403929    
2025-03-03   -0.010814    2.121445     0.396919    
2025-03-04   -0.011613    2.299782     0.482608    
2025-03-05   -0.010714    2.414335     0.544806    
2025-03-06   -0.010759    2.441356     0.480283    
2025-03-07   -0.012255    2.329289     0.459671    
2025-03-10   -0.014920    3.191422     0.436225    
2025-03-11   -0.011632    3.009284     -0.309733   
2025-03-12   -0.008932    3.172711     -0.323110   
2025-03-13   -0.006331    3.210842     -0.259767   
2025-03-14   -0.006956    3.086376     -0.157847   
2025-03-17   -0.010075    2.889653     -0.765754   
2025-03-18   -0.008553    3.040568     -0.643247   
2025-03-19   -0.004962    3.181059     -0.630152   
2025-03-20   -0.005885    3.186866     -0.557177   
2025-03-21   -0.004738    3.077418     -0.651830   
2025-03-24   -0.001590    3.416982     -0.598340   
2025-03-25   0.000189     3.472653     -0.422812   
2025-03-26   -0.000762    3.496981     -0.424687   
2025-03-27   -0.000125    3.497421     -0.438057   
2025-03-28   0.000450     3.383832     -0.558140   
2025-03-31   -0.001130    3.286230     -0.415205   
2025-04-01   0.002730     3.273865     -0.425584   
2025-04-02   0.005846     3.361932     -0.380946   
2025-04-03   0.006730     2.569994     -0.525995   
2025-04-04   0.007197     2.355584     -0.665852   
2025-04-07   0.005779     2.349628     -0.325759   
2025-04-08   0.005980     2.355205     -0.328711   
2025-04-09   0.004271     2.164862     -0.240440   
2025-04-10   0.005712     2.114779     -0.030923   
2025-04-11   0.004689     2.080677     0.074338    
2025-04-14   0.008104     1.925137     0.097609    
2025-04-15   0.006486     1.940136     0.131701    
2025-04-16   0.003666     1.932293     0.132307    
2025-04-17   0.003692     1.926727     0.131950    
2025-04-21   0.003321     1.948806     0.201405    
2025-04-22   0.005744     1.970758     0.219245    
2025-04-23   0.007953     1.967434     0.251371    
2025-04-24   0.006676     1.943669     0.237557    
2025-04-25   0.009593     1.970758     0.319281    
2025-04-28   0.007431     1.973995     0.329301    
2025-04-29   0.004594     1.913236     0.300162    
2025-04-30   0.001983     1.905374     0.292147    
2025-05-01   0.002575     1.878986     0.294286    
2025-05-02   0.002053     1.875278     0.292084    
2025-05-05   0.001404     1.880234     0.258730    
2025-05-06   0.002504     1.891020     0.251872    
2025-05-07   0.001116     1.886085     0.247008    
2025-05-08   0.000218     1.880108     0.238449    
2025-05-09   0.000414     1.977540     0.327627    
2025-05-12   -0.000133    2.015414     0.332675    
2025-05-13   0.002216     2.005519     0.373987    
2025-05-14   0.004744     1.962381     0.385512    
2025-05-15   0.003655     1.895322     0.781777    
2025-05-16   0.003253     1.970325     0.787453    
2025-05-19   0.002965     2.131719     0.860924    
2025-05-20   0.004200     2.150423     0.850708    
2025-05-21   0.004099     2.137754     0.842302    
2025-05-22   0.005207     2.071036     0.797509    
2025-05-23   0.005791     2.053282     0.804838    
2025-05-27   0.007499     1.995152     0.844560    
2025-05-28   0.006869     2.151097     0.671217    
2025-05-29   0.006148     2.095811     0.784288    
2025-05-30   0.004689     2.283837     0.212581    
2025-06-02   0.001151     2.115434     0.223179    
2025-06-03   0.000780     2.107502     0.202645    
2025-06-04   -0.001079    2.147150     0.209834    
2025-06-05   -0.006552    2.573160     0.218475    
2025-06-06   -0.005434    2.655301     0.245954    
2025-06-09   -0.003189    2.683045     0.498726    
2025-06-10   -0.001322    2.718708     0.533897    
2025-06-11   -0.001196    2.725743     0.534436    
2025-06-12   -0.002170    2.713886     0.556765    
2025-06-13   0.000097     2.373204     0.483957    
2025-06-16   -0.002435    2.424485     0.506959    
2025-06-17   -0.002991    2.775341     0.097667    
2025-06-18   -0.003346    2.626006     -0.231394   
2025-06-20   -0.004197    2.533192     -0.239904   
2025-06-23   -0.001242    2.949060     -0.294455   
2025-06-24   -0.003269    2.586387     -0.655787   
2025-06-25   -0.003858    2.596233     -0.888371   
2025-06-26   -0.005388    2.558709     -0.879342   
2025-06-27   -0.007447    2.854260     -0.814429   
